,UNH,JNJ,PFE,ABBV,LLY,TMO,MRK,ABT,DHR,BMY,MDT,AMGN,CVS,ANTM,ISRG,ZTS,SYK,CI,REGN,BDX,GILD,EW,VRTX,BSX,HCA,HUM,ILMN,CNC,MCK,DXCM,IQV,IDXX,BAX,A,RMD,BIIB,MTD,ALGN,WST,CERN,ZBH,LH,STE,ABC,PKI,COO,MOH,HOLX,WAT,CTLT,CAH,DGX,TECH,TFX,INCY,CRL,ABMD,VTRS,HSIC,BIO,UHS,XRAY
LH,0.00015967410426581127,8.215747704208477e-05,9.634402048680965e-05,0.00011828133491676542,0.00010182429210950219,0.0001271540722771947,9.378758273687324e-05,0.00012934946532777296,0.00012368303862584487,9.061122905254008e-05,0.00012265471823489212,0.00011384950910539295,0.00010906315431829918,0.00016506655173686025,0.00014672249134592552,0.0001387220058733468,0.00014255573098652282,0.0001532417507297123,0.00010746139459555074,0.00010338325824258123,8.403018640458971e-05,0.00013764306975147641,0.00013671518046115075,0.0001376845503025909,0.00018580555289500302,0.00015609925051042283,0.00014774032928995123,0.00018439297906321046,0.00012976900186578572,0.00014871780799394937,0.00017143592823359643,0.0001409828552745087,9.893052770289492e-05,0.00013102212558228668,0.00012149173646553979,0.0001261964317745532,0.00012726518371610816,0.00020863445272173206,0.00011522270771513411,0.00010325247368100948,0.00013094847304010126,0.00028807900660133564,0.0001241075871139413,0.00013189631858621375,0.00013775960659760452,0.00012152294927270045,0.00017512482251156065,0.00016910413989861843,0.00012630891456027798,0.00017207613972598028,0.0001348293807324541,0.00019956435778174277,0.00012191692197479588,0.0001317324226574898,0.0001356333905276669,0.0001873294813171613,0.00013186369675014263,0.0001367902822638681,0.00011616352855733388,0.00012632314831147366,0.00018896571150929566,0.00011843616568506746
STE,0.00012143010195669688,8.46067131197955e-05,8.318081917818156e-05,0.00010744935127211024,8.8361794864339e-05,0.00011568330076350698,9.071042061874092e-05,0.00013120441247733584,0.000105327818453279,7.831556210426606e-05,0.00012636531286911785,0.00011249397651305337,8.949276082786093e-05,0.00012555171072295348,0.00015867121422939246,0.00012500721814400625,0.0001450113532997222,0.00012251215770780032,0.00010620128047413197,9.653957515240592e-05,8.334600371464195e-05,0.00014798326332066749,0.00012607397796451315,0.00014986727564448766,0.00012640937962481698,0.00011460047471096638,0.0001523840270949786,0.0001331409900535836,0.00011956585001160625,0.00016134043449678943,0.00013918776405586047,0.00012884153867717148,0.00011291342858129557,0.00013080183456225063,0.00013276600339451057,9.34111565100647e-05,0.00013370822853792718,0.00018977335220992744,0.00012622755394913835,0.00010357797678086344,0.0001296350702394202,0.0001241075871139413,0.00023022625079815952,0.00010970042406789499,0.00011821678070088817,0.0001292750423504802,0.00013696864940900908,0.00012188512685368167,0.00012368223438662473,0.0001398656813736985,0.00012151496532355226,0.00010014597410271529,0.00011506219345431534,0.00013622529179591256,0.000124148867911972,0.00015447492330248559,0.00013679778957325918,0.0001180479888448128,0.00010935118485886989,0.00011353688771683036,0.00013565134390381136,0.00011282507997854488
ABC,0.00013730242127719182,9.120477113853666e-05,0.00010044754871384111,0.00012270439516064307,0.00011560010197657034,9.867566560185176e-05,0.00010531338431022394,0.00011265075848218608,8.605686313749934e-05,0.00010877541252990515,0.0001046706023440741,0.00013584159298673913,0.00015790321314270497,0.0001529723657844879,0.0001117203988384457,0.00011359398764094413,0.00010771117190875217,0.000156547105986574,0.00012499920462767428,8.692016754356202e-05,0.00010520271425569705,0.0001102594061996759,0.00014359895749355885,0.00011670707368625166,0.00013020683024984962,0.00013246913052322653,0.00011467785201209034,0.00015784222743309983,0.00024873998452930676,8.912953592691032e-05,0.00012169051954210706,9.572888906637388e-05,9.282160724326336e-05,0.00010506660970232467,0.00010595161243794163,0.00013928590447575992,0.00010549977565514253,0.00014743601289895486,9.078523720362574e-05,0.0001008987982560732,0.00010760553927838631,0.00013189631858621375,0.00010970042406789499,0.00030827943455336937,8.921737068479742e-05,0.0001024209291998267,0.00015069354626488882,0.0001160112619816563,0.00010538705442043451,0.0001398856410648012,0.00023643823134384813,0.00010297464648098624,9.421643894008355e-05,0.00010268702520874457,0.00013513180813375214,0.00013304349163212076,9.414755672777924e-05,0.00015184197376331277,0.00014153571692029584,8.814233116686358e-05,0.0001510342029678493,0.00012224072388148792
PKI,0.00012464590938661841,7.923292483501688e-05,9.383081906471292e-05,0.00010743623178927302,8.811643267688481e-05,0.00018048913752575406,9.062629937077724e-05,0.00014068417360180385,0.00014754587426730234,9.123493308347515e-05,0.00010604585538956801,0.00011503148921628047,8.22962506695392e-05,0.00013117717693103794,0.00016447353794534901,0.0001415889365294811,0.000127110833855581,0.00011553550320898307,0.00011957023918095778,0.00010457418089905007,9.111922214778864e-05,0.00014734909454684438,0.00014768553241000738,0.00012960235513339406,0.00012497172994204987,0.00011106430664692201,0.00019803747903144567,0.00014328359423324756,0.0001019653405740341,0.00018716734405962754,0.0001662875862019619,0.00016439253369661394,0.00010406664866856968,0.0001842901683470175,0.00012162525357021526,0.00014160213673661897,0.00017259437148632126,0.00021611585003253344,0.00013517118746504103,9.59447471203213e-05,0.00011548194501149245,0.00013775960659760452,0.00011821678070088817,8.921737068479742e-05,0.0002735069495176758,0.00011411179626114473,0.0001499546934797265,0.00016038014511353903,0.00016213396830698132,0.00017005760624465237,0.00010235536236032499,0.00011598746300410669,0.00015449023711869292,0.00011421623257389342,0.0001429479783734092,0.000190010840286789,0.00015721853719248202,0.00013088893292970532,9.616719190189543e-05,0.00015553073988943411,0.0001132143656793991,0.00010220242753969779
COO,0.0001226349558157416,7.731427879064538e-05,7.524944006952476e-05,0.00010206086630598637,8.713589067983315e-05,0.00010666671097541442,8.345570593358014e-05,0.00012363053711379838,0.00010414327773364467,7.940774112697157e-05,0.00013154898462308144,0.00010598855417993743,8.603270528889312e-05,0.000126562758023121,0.00015281487128732712,0.00011610440965567459,0.0001493362527185527,0.00012287966768703435,0.00010655095877114825,9.765506477703763e-05,8.120947986866343e-05,0.00015011504802540246,0.00012602536876271303,0.00015189256573674723,0.0001393811799635927,0.00011564517402772364,0.00015171527489737368,0.00013612479961616357,0.00010296459254253484,0.00015604863550885764,0.0001443821297769176,0.00012615866532923484,0.00010433993804331905,0.00012640158476721027,0.00012555775326402206,9.600971233813135e-05,0.00013210340917549335,0.00019992786246180098,0.00011410982001250805,9.252688331314279e-05,0.00013746176355544654,0.00012152294927270045,0.0001292750423504802,0.0001024209291998267,0.00011411179626114473,0.0002579725187052668,0.00014127758558453703,0.00012907092988827666,0.00012520006528989278,0.00015306646111642384,0.00010355321799427407,9.657990879286714e-05,0.00011748410014960439,0.000137844451070874,0.00012100111981157544,0.00015334825428603083,0.00014586590863436787,0.00011203966650843487,0.00011388407674281941,0.00011221904143215766,0.0001469982561227421,0.0001227591220330135
MOH,0.0002406616758045416,9.680948603818843e-05,0.00010174832600304062,0.0001390004237197288,0.00011257630030914187,0.00014173306092292784,0.000102018002006282,0.00015199868883367302,0.00012486843949062693,0.00010000991663010805,0.0001316532043150591,0.00014327067551339205,0.00013222968162699534,0.0002713524527730477,0.0001781374931617168,0.00016060150976108964,0.0001568792271035301,0.0002367856722457455,0.0001334881461066278,0.00011706837466699368,0.00010051110373625684,0.00015607332235924968,0.0001725831409799145,0.00016530816131386935,0.00021302559290879472,0.00024836615850401544,0.00018140271103363076,0.00036204266206094906,0.00014924103369394189,0.00022090571255805106,0.00017577558141932103,0.00014585282071955772,0.00012104713658647029,0.0001516960970903106,0.00012935572853500028,0.00015218531688062782,0.00013734524878830585,0.0002172662218062573,0.00015217080834779636,0.00011454852980552423,0.00014045423647758915,0.00017512482251156065,0.00013696864940900908,0.00015069354626488882,0.0001499546934797265,0.00014127758558453703,0.0006220000777207301,0.00016469849878099276,0.00012420634025162592,0.00018898065561035428,0.00014586121036595345,0.0001415394872363219,0.00014051396912943785,0.00014256123541999855,0.00014746670090229314,0.00019360215058516938,0.00016731917768203638,0.00014900163649068362,0.0001326798326465939,0.0001609029610256773,0.0002195389970631536,0.00013756275574718666
HOLX,0.00013238492531697903,7.378925237137531e-05,8.085916485396539e-05,0.00011490326199517017,9.278175756043399e-05,0.00015049975058619943,9.669088113856292e-05,0.00015004544455784365,0.00013211975765423917,8.510203951787954e-05,0.0001148057220641956,0.00011611841271357583,8.726126848683554e-05,0.0001318329543845379,0.00015587372361010164,0.00013661337138799555,0.00013761258329610628,0.00012029694264568391,0.00012743845991087895,0.00011588518486462169,9.145008707943593e-05,0.00014978433482043416,0.0001510370876117214,0.00013637375339573687,0.00014860311214964658,0.00012209191357668276,0.00017924877435886817,0.0001576924382470518,0.00010735602428459962,0.00018128712159505258,0.00016069689470663375,0.00015893796356778388,0.00010112184782250125,0.00013882723380010049,0.00011285502428710992,0.00013596555934745105,0.00013914183078636658,0.00019961402789202398,0.00013936213605478625,0.00010043256051250904,0.00012737987314229005,0.00016910413989861843,0.00012188512685368167,0.0001160112619816563,0.00016038014511353903,0.00012907092988827666,0.00016469849878099276,0.0003101099898267917,0.00012190481568778171,0.00018111596489403785,0.0001189135032885367,0.00014320885170972892,0.00013359770753100828,0.00013180066508194888,0.0001570472133811673,0.00018149734870712684,0.00015770314170861205,0.00012552409046781188,0.00010310703760136924,0.00014156549878979415,0.00015229508817201628,0.00011377457446420708
WAT,0.00012037253881842009,8.534517755319128e-05,9.060174817558993e-05,0.00010783309260173545,9.400522594170272e-05,0.00014982087559995026,8.765430148343098e-05,0.00013141171784531,0.00012788845234320466,9.121574662802217e-05,0.00011702491477662027,0.00011894232585093528,9.446941153927604e-05,0.00012705981574463358,0.00015732582213215412,0.00012563334211998346,0.00013875439752818674,0.00011606227509814895,0.00010532611052118452,0.0001015641270495342,9.055027959945527e-05,0.000149422091507778,0.00012605502209214896,0.00013819455806725746,0.0001311321639036828,0.00010371433111478296,0.00017733020541325497,0.000129024107143084,0.00011393596448777923,0.00014241726601814183,0.0001555298230780406,0.00013468661101203683,0.00010161307500167077,0.00017406498056843066,0.00012033234861466922,0.00010900632729412102,0.00017399127434110758,0.00020108391787091603,0.00011558277512246291,9.417000872231256e-05,0.00012556143018438456,0.00012630891456027798,0.00012368223438662473,0.00010538705442043451,0.00016213396830698132,0.00012520006528989278,0.00012420634025162592,0.00012190481568778171,0.00026452515617955263,0.00015178380283945538,0.0001171071471169803,0.00010286641828135935,0.00013795705033816289,0.00013174681645882448,0.0001364639901281741,0.000167999863061889,0.0001465583469640247,0.00012703149989235488,0.00011636486699261838,0.00013002507074588905,0.00012854034889205634,0.00011103747993322401
CTLT,0.0001508004134219185,8.541020829953911e-05,0.00010308088317185998,0.00012824892514916008,0.0001229376456597169,0.00016105036305039886,0.00010906438483436007,0.0001534834718811922,0.00014592846520414488,0.00011571909891794613,0.0001316180860177069,0.00014583698035540584,9.110380663690245e-05,0.00016480410132091637,0.0001884722135948738,0.00017068178735131216,0.000151413484090929,0.00014903927534547486,0.0001650536888670964,0.00010588378348256259,0.00010663741535016725,0.000179177179888185,0.00018247083459958454,0.00015937920491750475,0.0001600696215462857,0.00014010782897595412,0.00022580601202991482,0.00017463737341469457,0.00013223316649232282,0.0002447469108477718,0.00021184674908617237,0.00018558030048617579,0.00010320578313821713,0.0001793413776580191,0.00015784422815673632,0.0001841525764630593,0.00017458237374742705,0.00024551410968121144,0.00017529902442472786,0.0001035170420898111,0.0001532796074744144,0.00017207613972598028,0.0001398656813736985,0.0001398856410648012,0.00017005760624465237,0.00015306646111642384,0.00018898065561035428,0.00018111596489403785,0.00015178380283945538,0.0004942025055203552,0.00013552533350348137,0.0001387353205242711,0.00017254110224702697,0.0001420294824966835,0.00019972519021540196,0.0002504442631525124,0.0001868925865391854,0.00015151698972319072,0.0001186485610305089,0.00016831562998233427,0.00017031002108317214,0.00012811685518992715
CAH,0.00013688811383623847,9.978965341615888e-05,0.00010850090907217403,0.00012761179649534583,0.00011228200006222416,0.0001017712463096377,0.00010707445277589829,0.00011658031744719335,8.678887858724308e-05,0.00011123427756251866,0.00011801928297030929,0.00013894500781586695,0.00017207407041637052,0.0001537618760344234,0.00012074698243692469,0.00010837366951435315,0.00012284802019337527,0.00017081561179550968,0.00012840334151698448,0.00010003595255856885,0.00011401216675130678,0.00011993365535534377,0.00013695166580734191,0.00012704918327223667,0.0001484897041778316,0.00012683605510767286,0.0001243215910257884,0.0001618942770086468,0.0002618855489242202,9.785616605345199e-05,0.00012640678409293288,9.513345039678027e-05,0.00010797346168906208,0.00011954510508507738,0.00012095945170744165,0.00013967019833366562,0.00010676711587821055,0.0001600867440804105,9.42119578455695e-05,0.00011431115353850733,0.000124706793938948,0.0001348293807324541,0.00012151496532355226,0.00023643823134384813,0.00010235536236032499,0.00010355321799427407,0.00014586121036595345,0.0001189135032885367,0.0001171071471169803,0.00013552533350348137,0.000353557267778742,0.0001032608398109197,0.00010149454096010119,0.0001183260525024351,0.0001310336423844957,0.00013952836510623996,9.445442883021193e-05,0.00018064913915150137,0.00016431514353589343,9.141124629872544e-05,0.00016425742897798056,0.00014125665083604633
DGX,0.00012400516879666846,7.175784447084613e-05,8.168065931695806e-05,9.604393082958077e-05,8.466743799421504e-05,0.00011255337674721869,7.910122755927604e-05,0.0001065546453262449,0.00010582522943557106,7.459220779175802e-05,9.05695735852801e-05,9.469356055073236e-05,9.058304290664389e-05,0.00012961922656397153,0.00011208668086897552,0.00011264172902577013,0.00010573947394722924,0.00012030920005889189,0.0001007885805771953,9.179187169725052e-05,7.781001963808855e-05,0.00010461918814663785,0.00011265483975489154,0.00010322925970566787,0.00014516683038969387,0.00012120179248835423,0.00012569710681495925,0.0001485149674838888,9.89410560333728e-05,0.00012112502589219045,0.0001262331427873067,0.00011636194793061971,8.442545963489558e-05,0.00011082526445724916,9.476469381944108e-05,9.80125041371584e-05,0.0001046503958947126,0.0001535171234251978,0.00010154981798258836,8.75817934333931e-05,9.636768125792233e-05,0.00019956435778174277,0.00010014597410271529,0.00010297464648098624,0.00011598746300410669,9.657990879286714e-05,0.0001415394872363219,0.00014320885170972892,0.00010286641828135935,0.0001387353205242711,0.0001032608398109197,0.0002365044300927571,9.846976384288554e-05,9.68219302308378e-05,0.00011109462830072681,0.00014334056216148413,0.00010055386583346567,0.00011245988112883633,9.894625305028987e-05,0.00010432249477885169,0.0001431658457870088,9.319144132842031e-05
TECH,0.00011148237243850475,6.431052517703142e-05,8.022140696029418e-05,0.00010009274483661794,8.144033375883308e-05,0.00013791966787859278,7.739006887392608e-05,0.00012464274740336148,0.00012541735195259333,8.028002008450379e-05,0.00010173227334314969,0.00011040278377271393,7.484990750801844e-05,0.00011586703111047365,0.00015563616712339988,0.0001245920343926783,0.000120522537363775,9.63162997125551e-05,0.00013385098430230766,8.58078532742777e-05,8.960493422340367e-05,0.00014093751044650686,0.0001413838680782823,0.00011768869604440811,0.0001087695414265746,0.00010569878621285974,0.00018737041041027894,0.00012596762210343666,0.00010278580902811151,0.00019213947343319282,0.00015537195276537835,0.00016674457412072666,9.102483760210846e-05,0.0001598395531103992,0.00012838840133839137,0.00011516309666295413,0.0001454546177291103,0.000208952762129939,0.00013329885023154108,8.102535359600366e-05,9.947791195913596e-05,0.00012191692197479588,0.00011506219345431534,9.421643894008355e-05,0.00015449023711869292,0.00011748410014960439,0.00014051396912943785,0.00013359770753100828,0.00013795705033816289,0.00017254110224702697,0.00010149454096010119,9.846976384288554e-05,0.00030179271148222145,0.000117650609477354,0.00014368966619553235,0.00018697277745280625,0.0001682775707164783,0.00011680341952222763,8.201140022419539e-05,0.00014771600508020196,0.00010863616633780933,7.753998954622617e-05
TFX,0.0001283182782942234,8.376077689846647e-05,7.945411526868242e-05,0.0001150163181441398,8.746461539908992e-05,0.00012119592988530612,8.586209671136578e-05,0.00013493003380349964,0.00011331602977298876,8.997058933214212e-05,0.00015282764906619098,0.00010755113562892128,8.423106468680076e-05,0.00013890464506336578,0.00018821858805188296,0.00013157420978360742,0.0001881407653629129,0.000133673975032741,8.609655772469055e-05,0.000112356721008129,7.894969387834188e-05,0.00017635381965587133,0.0001305647518275666,0.00017936908634501702,0.0001579437181555638,0.00013056444750364593,0.0001574816402627434,0.0001506141556570705,0.00011121150271275909,0.0001641782732565013,0.00016028369275051553,0.0001469950847950918,0.00011641144886465287,0.00013946950090691876,0.00012398474719333593,9.363548659352927e-05,0.00013681018916853483,0.00021053588821345252,0.00011195986550717433,0.00010171900195684194,0.00016994759705639772,0.0001317324226574898,0.00013622529179591256,0.00010268702520874457,0.00011421623257389342,0.000137844451070874,0.00014256123541999855,0.00013180066508194888,0.00013174681645882448,0.0001420294824966835,0.0001183260525024351,9.68219302308378e-05,0.000117650609477354,0.00029866859468001653,0.00013082016522542687,0.00016345841635929747,0.00016672984666103805,0.00011947043165449,0.0001255553708611097,0.00010779840674118738,0.00016549957000293469,0.0001329526155260398
INCY,0.0001398529745820007,8.637009034632423e-05,0.00010425644884930336,0.00014545679923673094,0.00014322762258860052,0.00014995440954697546,0.00011610315482582096,0.00014955902368302135,0.00011758469028247509,0.00013910184431415677,0.00011455283234432444,0.00018544826666350319,9.33279879634344e-05,0.00013550333662496882,0.0001531367479531611,0.00015048618715778463,0.00012279412784530123,0.0001328562823063001,0.00025752839593779436,0.00010051135422973276,0.00016155176251264573,0.0001571466495472467,0.0003013549395663065,0.00013713303349778457,0.00011356616959108421,0.0001342054600082584,0.00024004659071238233,0.00016043941433738153,0.0001465100560746272,0.00020344560956619436,0.00017752434955287629,0.0001667381890129992,9.899280475884122e-05,0.0001476517356964189,0.00012538926988794625,0.0002519236138020795,0.00013415283180870152,0.00019612371139925388,0.0001347773528428926,0.00012046547893624885,0.00012418431445672886,0.0001356333905276669,0.000124148867911972,0.00013513180813375214,0.0001429479783734092,0.00012100111981157544,0.00014746670090229314,0.0001570472133811673,0.0001364639901281741,0.00019972519021540196,0.0001310336423844957,0.00011109462830072681,0.00014368966619553235,0.00013082016522542687,0.0006431469628928558,0.00019501608697237402,0.0001967333021068764,0.00018829508986327806,0.00010070989223292228,0.0001401733949967416,0.00012373639080311567,9.89147488411773e-05
CRL,0.00015877969878781419,8.917694733430028e-05,0.00010758507105214248,0.0001390043961264045,0.00011519651379665465,0.00017200073866532696,0.00011197272770377596,0.00015997914562814318,0.00015262849069640278,0.00011877545952974293,0.00013871456268106148,0.0001390283659092436,9.666836320170892e-05,0.00017031815857933795,0.00020380342819710919,0.00017513791451294808,0.00016366978506254443,0.00015993968161481307,0.0001641221125656159,0.00010993981744591168,0.000105906511331484,0.0001862296633997003,0.00018128526403090903,0.0001707951777076869,0.00017569770598663444,0.0001557982235873595,0.0002362944399475026,0.00017952926574682181,0.0001389720467291931,0.0002488217293039293,0.00023865060629067102,0.00019436192255334642,0.0001117066908248154,0.00018627406601680048,0.00015846833934779063,0.00017784496460332506,0.00018217188955787654,0.00026204426896147154,0.00016564746966495156,0.00011313344017305407,0.00015083619283791705,0.0001873294813171613,0.00015447492330248559,0.00013304349163212076,0.000190010840286789,0.00015334825428603083,0.00019360215058516938,0.00018149734870712684,0.000167999863061889,0.0002504442631525124,0.00013952836510623996,0.00014334056216148413,0.00018697277745280625,0.00016345841635929747,0.00019501608697237402,0.0003775301343983932,0.00017978279726421945,0.00015761383502953155,0.0001208845624502617,0.00017260326725436262,0.00018626273897738105,0.0001240499580545573
ABMD,0.00012567138948537995,7.192177856074874e-05,7.553968253202468e-05,0.00011330404711316059,9.144190618883772e-05,0.00014420917906764514,7.695202029296232e-05,0.00015837787767519055,0.00011678761309225998,9.037238855215552e-05,0.0001349372533148414,0.00012784281358215404,6.423654133124456e-05,0.00013047203350728502,0.00021189502512340791,0.0001435927269010405,0.00015868912277428846,0.00013513590181462562,0.00014647306880038132,9.87546470397909e-05,9.366259796292001e-05,0.00021424763881179435,0.0001479450943314804,0.00017011954908271098,0.00014118298646021343,0.00011315106830307438,0.00022707335924631613,0.00016440124109567446,9.493335304435618e-05,0.0003014188618566237,0.00017658127469362707,0.0001982277675074871,0.00011327229977805645,0.00015545743734745972,0.00016493396982173724,0.00012794327129294126,0.00016444196160440676,0.0003031926139966488,0.00015120867277186714,0.00011052556310313991,0.00013795424045802453,0.00013186369675014263,0.00013679778957325918,9.414755672777924e-05,0.00015721853719248202,0.00014586590863436787,0.00016731917768203638,0.00015770314170861205,0.0001465583469640247,0.0001868925865391854,9.445442883021193e-05,0.00010055386583346567,0.0001682775707164783,0.00016672984666103805,0.0001967333021068764,0.00017978279726421945,0.000798035539228143,0.00014788561240463912,9.806827064805728e-05,0.00015281672396484124,0.0001234680944353804,0.000104083211654937
VTRS,0.00012627250117298498,8.762242444374203e-05,0.00010568004535001823,0.0001393207534020866,0.00011048897501217907,0.00011465744995564276,0.00011062501032649616,0.00012517396308839307,9.149340348478783e-05,0.00012178027788338274,0.00012309801857422314,0.00013159352358224538,0.00013260772920287376,0.0001397220609867687,0.00012908826344759923,0.0001217789240396974,0.00013391475475265507,0.0001525304101525935,0.0001593993439507374,0.0001031125311473378,0.00013203825498748847,0.00013350805125872422,0.00015561540809226474,0.00014169472394526394,0.0001771927595076382,0.00012085168946521998,0.00017543102266908266,0.0001558352810085992,0.0001658004196409046,0.0001326294238399961,0.00014294591693684262,0.00010218253479218624,0.00010373838999144337,0.0001440239161008852,0.00010472920111007797,0.00013819949327849721,0.00013152195244795582,0.0001847535999136661,8.994871111886076e-05,0.00011054121325789622,0.00013484801554415266,0.0001367902822638681,0.0001180479888448128,0.00015184197376331277,0.00013088893292970532,0.00011203966650843487,0.00014900163649068362,0.00012552409046781188,0.00012703149989235488,0.00015151698972319072,0.00018064913915150137,0.00011245988112883633,0.00011680341952222763,0.00011947043165449,0.00018829508986327806,0.00015761383502953155,0.00014788561240463912,0.0006302458169555779,0.00011674709469677742,0.0001234003057632395,0.00018591973860171708,0.00014521464190160843
HSIC,0.00012758159622591368,8.533814203799287e-05,8.766708262702579e-05,0.00010032841173958411,8.587992210851202e-05,8.851200382320664e-05,8.759437578412435e-05,0.00010476995317973573,8.459432310930613e-05,8.154481696143075e-05,0.00012235322928387825,0.00010614726694468096,0.00011953710750660653,0.00014215442353785683,0.00012693326776765082,9.990186268019107e-05,0.00013606568803127913,0.00014025440624737588,8.995380255651987e-05,9.094900301434688e-05,8.10962387266674e-05,0.00013003193898022324,0.00010943512144210501,0.00013330204797665622,0.00015562749056705454,0.00011671011896634087,0.00010974732566827955,0.00014719198127367277,0.000157876643980607,8.414604304236666e-05,0.0001225323590071514,9.798094473631551e-05,9.825788978857112e-05,0.00011434425595588487,9.72836375582279e-05,8.748789154693701e-05,0.00011757892818816456,0.00017006099353415654,8.784665048266346e-05,0.00010378724278398816,0.00014057869834259863,0.00011616352855733388,0.00010935118485886989,0.00014153571692029584,9.616719190189543e-05,0.00011388407674281941,0.0001326798326465939,0.00010310703760136924,0.00011636486699261838,0.0001186485610305089,0.00016431514353589343,9.894625305028987e-05,8.201140022419539e-05,0.0001255553708611097,0.00010070989223292228,0.0001208845624502617,9.806827064805728e-05,0.00011674709469677742,0.0002777806194883093,7.643531765387775e-05,0.00017027694987467354,0.00017896104518446362
BIO,0.00011382056851509853,7.59958490762919e-05,8.172106890248527e-05,9.976503791656792e-05,9.282815647137056e-05,0.0001573596677177672,8.487000513164564e-05,0.0001393419906388805,0.0001351650593599008,8.074196738909384e-05,8.882272135299838e-05,0.00011454742978174941,7.559275500647295e-05,0.00011634908265721052,0.00014936521263951487,0.000132375146503396,0.00011105357221818625,0.00010455669724784124,0.00013409776221668762,9.873685434068149e-05,9.44742345626295e-05,0.00013549405574592033,0.00014853353725526196,0.00011709371208437807,9.15317645259206e-05,0.00010952845107495763,0.00017476200204694165,0.00012943127730870766,9.416740893281596e-05,0.0001712530490869447,0.00014953385718793614,0.0001515544648995905,9.974042383064845e-05,0.0001523464113864779,0.0001311116309244056,0.00014081446927865105,0.0001383698332082624,0.00019940538876044237,0.00014811993261057307,7.559981196970262e-05,8.978840087411476e-05,0.00012632314831147366,0.00011353688771683036,8.814233116686358e-05,0.00015553073988943411,0.00011221904143215766,0.0001609029610256773,0.00014156549878979415,0.00013002507074588905,0.00016831562998233427,9.141124629872544e-05,0.00010432249477885169,0.00014771600508020196,0.00010779840674118738,0.0001401733949967416,0.00017260326725436262,0.00015281672396484124,0.0001234003057632395,7.643531765387775e-05,0.0003138221376471079,9.151462802573328e-05,9.241275499229403e-05
UHS,0.0001797824482612629,9.290894745936953e-05,9.349410009094052e-05,0.00013440491354934974,8.635306316335537e-05,9.418690550020258e-05,0.00010153571128044792,0.00011586579781663085,8.697273382093852e-05,9.167410949159573e-05,0.00017096585355611156,0.00011854774480457492,0.00012203403336415175,0.00019553257196373936,0.00016642213006410987,0.00013617024209125635,0.0001932813119058718,0.00020401836837346434,9.422839570312903e-05,9.547129305494607e-05,8.021357682515982e-05,0.00016144411090461682,0.0001291464313889082,0.00019049630880251748,0.0003493068817881312,0.00019077020865399002,0.00013927994880950337,0.0002347545712248873,0.00015766281034781523,0.00016054475310812655,0.00017843121935567322,0.00010270589260262693,9.995408013714452e-05,0.00012654583665440623,0.00010037773410753864,9.27846168115314e-05,0.0001323599838519931,0.00021254751832569508,9.856495632624747e-05,0.00013173883270004355,0.00020398713853587552,0.00018896571150929566,0.00013565134390381136,0.0001510342029678493,0.0001132143656793991,0.0001469982561227421,0.0002195389970631536,0.00015229508817201628,0.00012854034889205634,0.00017031002108317214,0.00016425742897798056,0.0001431658457870088,0.00010863616633780933,0.00016549957000293469,0.00012373639080311567,0.00018626273897738105,0.0001234680944353804,0.00018591973860171708,0.00017027694987467354,9.151462802573328e-05,0.00045511630875042316,0.00018489949655811492
XRAY,0.00011704474905259195,7.334398257463796e-05,8.408796165939695e-05,0.00010959459535423338,7.428118394017738e-05,8.346491379729446e-05,8.119761325334256e-05,9.801831329668377e-05,8.525611947023332e-05,8.424054560295253e-05,0.00013315106141430723,9.117896698666297e-05,0.00010914075001922258,0.00013922956621685792,0.00012712577682534175,0.00010282358775035249,0.00015107519926472573,0.0001400131434491628,7.471312856737552e-05,8.505121335213587e-05,7.367780999371017e-05,0.00013114834915710884,0.00010475919595380549,0.00013875262555397314,0.00016461374827436137,0.00011664075219248124,0.00011066485580142717,0.00014547478386150824,0.00012707364747461237,0.00010687259788604778,0.00012921469792375218,0.0001005907193983986,9.89943767049859e-05,0.00011182546685363501,9.930811857259963e-05,8.005983233162226e-05,0.00011777644221186748,0.0001903950950627746,8.61216511455098e-05,9.852151055782613e-05,0.00015459103429586323,0.00011843616568506746,0.00011282507997854488,0.00012224072388148792,0.00010220242753969779,0.0001227591220330135,0.00013756275574718666,0.00011377457446420708,0.00011103747993322401,0.00012811685518992715,0.00014125665083604633,9.319144132842031e-05,7.753998954622617e-05,0.0001329526155260398,9.89147488411773e-05,0.0001240499580545573,0.000104083211654937,0.00014521464190160843,0.00017896104518446362,9.241275499229403e-05,0.00018489949655811492,0.0003326927163364231
